word,total_count,system,system_count,system_sloc,normalized_system_count,languages,contexts,categories
for,4777,crow,1,8484,0.00011786892975011787,"C,C#,C++,Java","ATTRIBUTE,CLASS,DECLARATION,FUNCTION,PARAMETER","conjunction,preposition"
for,4777,deeplearning4j,1259,554761,0.002269445761327851,"C,C#,C++,Java","ATTRIBUTE,CLASS,DECLARATION,FUNCTION,PARAMETER","conjunction,preposition"
for,4777,drill,1003,420706,0.002384087700199189,"C,C#,C++,Java","ATTRIBUTE,CLASS,DECLARATION,FUNCTION,PARAMETER","conjunction,preposition"
for,4777,facebook-repo-ds2,9,9339,0.0009637006103437199,"C,C#,C++,Java","ATTRIBUTE,CLASS,DECLARATION,FUNCTION,PARAMETER","conjunction,preposition"
for,4777,freeminer,58,516,0.1124031007751938,"C,C#,C++,Java","ATTRIBUTE,CLASS,DECLARATION,FUNCTION,PARAMETER","conjunction,preposition"
for,4777,git2r,42,114486,0.0003668570829621089,"C,C#,C++,Java","ATTRIBUTE,CLASS,DECLARATION,FUNCTION,PARAMETER","conjunction,preposition"
for,4777,guava,297,145688,0.0020386030421174015,"C,C#,C++,Java","ATTRIBUTE,CLASS,DECLARATION,FUNCTION,PARAMETER","conjunction,preposition"
for,4777,immutables,82,47133,0.0017397577069144762,"C,C#,C++,Java","ATTRIBUTE,CLASS,DECLARATION,FUNCTION,PARAMETER","conjunction,preposition"
for,4777,meta,7,17650,0.00039660056657223796,"C,C#,C++,Java","ATTRIBUTE,CLASS,DECLARATION,FUNCTION,PARAMETER","conjunction,preposition"
for,4777,metrics,27,15234,0.0017723513194170934,"C,C#,C++,Java","ATTRIBUTE,CLASS,DECLARATION,FUNCTION,PARAMETER","conjunction,preposition"
for,4777,mgba,26,335182,7.756979790084193e-05,"C,C#,C++,Java","ATTRIBUTE,CLASS,DECLARATION,FUNCTION,PARAMETER","conjunction,preposition"
for,4777,naemon-core,11,38923,0.0002826092541684865,"C,C#,C++,Java","ATTRIBUTE,CLASS,DECLARATION,FUNCTION,PARAMETER","conjunction,preposition"
for,4777,ovs,42,289815,0.0001449200351948657,"C,C#,C++,Java","ATTRIBUTE,CLASS,DECLARATION,FUNCTION,PARAMETER","conjunction,preposition"
for,4777,panda3d,70,589605,0.00011872355220868208,"C,C#,C++,Java","ATTRIBUTE,CLASS,DECLARATION,FUNCTION,PARAMETER","conjunction,preposition"
for,4777,proxygen,16,22714,0.0007044113762437263,"C,C#,C++,Java","ATTRIBUTE,CLASS,DECLARATION,FUNCTION,PARAMETER","conjunction,preposition"
for,4777,rigraph,8,309989,2.5807367358196582e-05,"C,C#,C++,Java","ATTRIBUTE,CLASS,DECLARATION,FUNCTION,PARAMETER","conjunction,preposition"
for,4777,s3fs-fuse,1,21103,4.738662749372127e-05,"C,C#,C++,Java","ATTRIBUTE,CLASS,DECLARATION,FUNCTION,PARAMETER","conjunction,preposition"
for,4777,toggldesktop,88,370691,0.00023739448759209152,"C,C#,C++,Java","ATTRIBUTE,CLASS,DECLARATION,FUNCTION,PARAMETER","conjunction,preposition"
for,4777,toxcore,2,24086,8.30357884248111e-05,"C,C#,C++,Java","ATTRIBUTE,CLASS,DECLARATION,FUNCTION,PARAMETER","conjunction,preposition"
for,4777,weechat,39,210295,0.0001854537673268504,"C,C#,C++,Java","ATTRIBUTE,CLASS,DECLARATION,FUNCTION,PARAMETER","conjunction,preposition"
for,4777,wireshark,939,4346078,0.00021605686782427743,"C,C#,C++,Java","ATTRIBUTE,CLASS,DECLARATION,FUNCTION,PARAMETER","conjunction,preposition"
save,1704,Openfire,32,109551,0.0002921013956969813,"C,C#,C++,Java","ATTRIBUTE,CLASS,DECLARATION,FUNCTION,PARAMETER",preposition
save,1704,Singularity,87,100316,0.0008672594601060648,"C,C#,C++,Java","ATTRIBUTE,CLASS,DECLARATION,FUNCTION,PARAMETER",preposition
save,1704,Smack,4,89739,4.457370819821928e-05,"C,C#,C++,Java","ATTRIBUTE,CLASS,DECLARATION,FUNCTION,PARAMETER",preposition
save,1704,Spark,61,91707,0.0006651618742298843,"C,C#,C++,Java","ATTRIBUTE,CLASS,DECLARATION,FUNCTION,PARAMETER",preposition
save,1704,caffe,9,21754,0.00041371701755998897,"C,C#,C++,Java","ATTRIBUTE,CLASS,DECLARATION,FUNCTION,PARAMETER",preposition
save,1704,ccv,25,274433,9.109691618719323e-05,"C,C#,C++,Java","ATTRIBUTE,CLASS,DECLARATION,FUNCTION,PARAMETER",preposition
save,1704,cglib,2,10058,0.00019884668920262477,"C,C#,C++,Java","ATTRIBUTE,CLASS,DECLARATION,FUNCTION,PARAMETER",preposition
save,1704,cling,1,29129,3.43300490919702e-05,"C,C#,C++,Java","ATTRIBUTE,CLASS,DECLARATION,FUNCTION,PARAMETER",preposition
save,1704,deeplearning4j,115,554761,0.00020729647541914447,"C,C#,C++,Java","ATTRIBUTE,CLASS,DECLARATION,FUNCTION,PARAMETER",preposition
save,1704,drill,26,420706,6.180087757246153e-05,"C,C#,C++,Java","ATTRIBUTE,CLASS,DECLARATION,FUNCTION,PARAMETER",preposition
save,1704,facebook-repo-ds2,2,9339,0.0002141556911874933,"C,C#,C++,Java","ATTRIBUTE,CLASS,DECLARATION,FUNCTION,PARAMETER",preposition
save,1704,freeminer,101,516,0.19573643410852712,"C,C#,C++,Java","ATTRIBUTE,CLASS,DECLARATION,FUNCTION,PARAMETER",preposition
save,1704,git2r,6,114486,5.2408154708872704e-05,"C,C#,C++,Java","ATTRIBUTE,CLASS,DECLARATION,FUNCTION,PARAMETER",preposition
save,1704,libxo,4,9062,0.0004414036636504083,"C,C#,C++,Java","ATTRIBUTE,CLASS,DECLARATION,FUNCTION,PARAMETER",preposition
save,1704,meta,45,17650,0.0025495750708215297,"C,C#,C++,Java","ATTRIBUTE,CLASS,DECLARATION,FUNCTION,PARAMETER",preposition
save,1704,mgba,230,335182,0.0006861943660459094,"C,C#,C++,Java","ATTRIBUTE,CLASS,DECLARATION,FUNCTION,PARAMETER",preposition
save,1704,naemon-core,8,38923,0.00020553400303162655,"C,C#,C++,Java","ATTRIBUTE,CLASS,DECLARATION,FUNCTION,PARAMETER",preposition
save,1704,ovs,46,289815,0.00015872194330866242,"C,C#,C++,Java","ATTRIBUTE,CLASS,DECLARATION,FUNCTION,PARAMETER",preposition
save,1704,panda3d,53,589605,8.989068952943073e-05,"C,C#,C++,Java","ATTRIBUTE,CLASS,DECLARATION,FUNCTION,PARAMETER",preposition
save,1704,proxygen,1,22714,4.4025711015232896e-05,"C,C#,C++,Java","ATTRIBUTE,CLASS,DECLARATION,FUNCTION,PARAMETER",preposition
save,1704,rigraph,34,309989,0.00010968131127233547,"C,C#,C++,Java","ATTRIBUTE,CLASS,DECLARATION,FUNCTION,PARAMETER",preposition
save,1704,s3fs-fuse,1,21103,4.738662749372127e-05,"C,C#,C++,Java","ATTRIBUTE,CLASS,DECLARATION,FUNCTION,PARAMETER",preposition
save,1704,toggldesktop,151,370691,0.0004073473593909752,"C,C#,C++,Java","ATTRIBUTE,CLASS,DECLARATION,FUNCTION,PARAMETER",preposition
save,1704,toxcore,14,24086,0.0005812505189736777,"C,C#,C++,Java","ATTRIBUTE,CLASS,DECLARATION,FUNCTION,PARAMETER",preposition
save,1704,weechat,25,210295,0.00011888062008131434,"C,C#,C++,Java","ATTRIBUTE,CLASS,DECLARATION,FUNCTION,PARAMETER",preposition
save,1704,wireshark,621,4346078,0.00014288744932787676,"C,C#,C++,Java","ATTRIBUTE,CLASS,DECLARATION,FUNCTION,PARAMETER",preposition
only,902,Openfire,67,109551,0.0006115872972405547,"C,C#,C++,Java","ATTRIBUTE,CLASS,DECLARATION,FUNCTION,PARAMETER",conjunction
only,902,Singularity,64,100316,0.0006379839706527374,"C,C#,C++,Java","ATTRIBUTE,CLASS,DECLARATION,FUNCTION,PARAMETER",conjunction
only,902,Smack,26,89739,0.0002897291032884253,"C,C#,C++,Java","ATTRIBUTE,CLASS,DECLARATION,FUNCTION,PARAMETER",conjunction
only,902,Spark,6,91707,6.542575812097223e-05,"C,C#,C++,Java","ATTRIBUTE,CLASS,DECLARATION,FUNCTION,PARAMETER",conjunction
only,902,ccv,27,274433,9.838466948216869e-05,"C,C#,C++,Java","ATTRIBUTE,CLASS,DECLARATION,FUNCTION,PARAMETER",conjunction
only,902,cglib,2,10058,0.00019884668920262477,"C,C#,C++,Java","ATTRIBUTE,CLASS,DECLARATION,FUNCTION,PARAMETER",conjunction
only,902,cling,6,29129,0.0002059802945518212,"C,C#,C++,Java","ATTRIBUTE,CLASS,DECLARATION,FUNCTION,PARAMETER",conjunction
only,902,deeplearning4j,124,554761,0.00022351967784325143,"C,C#,C++,Java","ATTRIBUTE,CLASS,DECLARATION,FUNCTION,PARAMETER",conjunction
only,902,drill,58,420706,0.00013786349612318342,"C,C#,C++,Java","ATTRIBUTE,CLASS,DECLARATION,FUNCTION,PARAMETER",conjunction
only,902,freeminer,14,516,0.027131782945736434,"C,C#,C++,Java","ATTRIBUTE,CLASS,DECLARATION,FUNCTION,PARAMETER",conjunction
only,902,git2r,17,114486,0.0001484897716751393,"C,C#,C++,Java","ATTRIBUTE,CLASS,DECLARATION,FUNCTION,PARAMETER",conjunction
only,902,guava,28,145688,0.00019219153259019274,"C,C#,C++,Java","ATTRIBUTE,CLASS,DECLARATION,FUNCTION,PARAMETER",conjunction
only,902,immutables,10,47133,0.0002121655740139605,"C,C#,C++,Java","ATTRIBUTE,CLASS,DECLARATION,FUNCTION,PARAMETER",conjunction
only,902,libxo,7,9062,0.0007724564113882145,"C,C#,C++,Java","ATTRIBUTE,CLASS,DECLARATION,FUNCTION,PARAMETER",conjunction
only,902,meta,1,17650,5.6657223796033995e-05,"C,C#,C++,Java","ATTRIBUTE,CLASS,DECLARATION,FUNCTION,PARAMETER",conjunction
only,902,metrics,2,15234,0.0001312852829197847,"C,C#,C++,Java","ATTRIBUTE,CLASS,DECLARATION,FUNCTION,PARAMETER",conjunction
only,902,mgba,29,335182,8.652015919709292e-05,"C,C#,C++,Java","ATTRIBUTE,CLASS,DECLARATION,FUNCTION,PARAMETER",conjunction
only,902,ovs,97,289815,0.00033469627175957073,"C,C#,C++,Java","ATTRIBUTE,CLASS,DECLARATION,FUNCTION,PARAMETER",conjunction
only,902,panda3d,40,589605,6.784202983353262e-05,"C,C#,C++,Java","ATTRIBUTE,CLASS,DECLARATION,FUNCTION,PARAMETER",conjunction
only,902,proxygen,3,22714,0.0001320771330456987,"C,C#,C++,Java","ATTRIBUTE,CLASS,DECLARATION,FUNCTION,PARAMETER",conjunction
only,902,rigraph,13,309989,4.193697195706944e-05,"C,C#,C++,Java","ATTRIBUTE,CLASS,DECLARATION,FUNCTION,PARAMETER",conjunction
only,902,s3fs-fuse,9,21103,0.00042647964744349146,"C,C#,C++,Java","ATTRIBUTE,CLASS,DECLARATION,FUNCTION,PARAMETER",conjunction
only,902,toggldesktop,77,370691,0.0002077201766430801,"C,C#,C++,Java","ATTRIBUTE,CLASS,DECLARATION,FUNCTION,PARAMETER",conjunction
only,902,toxcore,2,24086,8.30357884248111e-05,"C,C#,C++,Java","ATTRIBUTE,CLASS,DECLARATION,FUNCTION,PARAMETER",conjunction
only,902,weechat,4,210295,1.9020899213010294e-05,"C,C#,C++,Java","ATTRIBUTE,CLASS,DECLARATION,FUNCTION,PARAMETER",conjunction
only,902,wireshark,169,4346078,3.888563435815004e-05,"C,C#,C++,Java","ATTRIBUTE,CLASS,DECLARATION,FUNCTION,PARAMETER",conjunction
more,386,Openfire,5,109551,4.564084307765333e-05,"C,C#,C++,Java","ATTRIBUTE,CLASS,DECLARATION,FUNCTION,PARAMETER",determiner
more,386,Singularity,5,100316,4.984249770724511e-05,"C,C#,C++,Java","ATTRIBUTE,CLASS,DECLARATION,FUNCTION,PARAMETER",determiner
more,386,Smack,4,89739,4.457370819821928e-05,"C,C#,C++,Java","ATTRIBUTE,CLASS,DECLARATION,FUNCTION,PARAMETER",determiner
more,386,Spark,1,91707,1.0904293020162038e-05,"C,C#,C++,Java","ATTRIBUTE,CLASS,DECLARATION,FUNCTION,PARAMETER",determiner
more,386,ccv,21,274433,7.652140959724231e-05,"C,C#,C++,Java","ATTRIBUTE,CLASS,DECLARATION,FUNCTION,PARAMETER",determiner
more,386,cling,1,29129,3.43300490919702e-05,"C,C#,C++,Java","ATTRIBUTE,CLASS,DECLARATION,FUNCTION,PARAMETER",determiner
more,386,deeplearning4j,16,554761,2.8841248753967925e-05,"C,C#,C++,Java","ATTRIBUTE,CLASS,DECLARATION,FUNCTION,PARAMETER",determiner
more,386,drill,43,420706,0.00010220914367753253,"C,C#,C++,Java","ATTRIBUTE,CLASS,DECLARATION,FUNCTION,PARAMETER",determiner
more,386,freeminer,11,516,0.02131782945736434,"C,C#,C++,Java","ATTRIBUTE,CLASS,DECLARATION,FUNCTION,PARAMETER",determiner
more,386,git2r,1,114486,8.734692451478784e-06,"C,C#,C++,Java","ATTRIBUTE,CLASS,DECLARATION,FUNCTION,PARAMETER",determiner
more,386,guava,20,145688,0.00013727966613585196,"C,C#,C++,Java","ATTRIBUTE,CLASS,DECLARATION,FUNCTION,PARAMETER",determiner
more,386,immutables,7,47133,0.00014851590180977234,"C,C#,C++,Java","ATTRIBUTE,CLASS,DECLARATION,FUNCTION,PARAMETER",determiner
more,386,mgba,10,335182,2.9834537654169974e-05,"C,C#,C++,Java","ATTRIBUTE,CLASS,DECLARATION,FUNCTION,PARAMETER",determiner
more,386,naemon-core,2,38923,5.1383500757906636e-05,"C,C#,C++,Java","ATTRIBUTE,CLASS,DECLARATION,FUNCTION,PARAMETER",determiner
more,386,ovs,13,289815,4.485620136983938e-05,"C,C#,C++,Java","ATTRIBUTE,CLASS,DECLARATION,FUNCTION,PARAMETER",determiner
more,386,panda3d,6,589605,1.0176304475029892e-05,"C,C#,C++,Java","ATTRIBUTE,CLASS,DECLARATION,FUNCTION,PARAMETER",determiner
more,386,proxygen,1,22714,4.4025711015232896e-05,"C,C#,C++,Java","ATTRIBUTE,CLASS,DECLARATION,FUNCTION,PARAMETER",determiner
more,386,rigraph,11,309989,3.54851301175203e-05,"C,C#,C++,Java","ATTRIBUTE,CLASS,DECLARATION,FUNCTION,PARAMETER",determiner
more,386,toggldesktop,59,370691,0.00015916221327197044,"C,C#,C++,Java","ATTRIBUTE,CLASS,DECLARATION,FUNCTION,PARAMETER",determiner
more,386,weechat,2,210295,9.510449606505147e-06,"C,C#,C++,Java","ATTRIBUTE,CLASS,DECLARATION,FUNCTION,PARAMETER",determiner
more,386,wireshark,147,4346078,3.382359911626068e-05,"C,C#,C++,Java","ATTRIBUTE,CLASS,DECLARATION,FUNCTION,PARAMETER",determiner
if,1675,Openfire,13,109551,0.00011866619200189867,"C,C#,C++,Java","ATTRIBUTE,CLASS,DECLARATION,FUNCTION,PARAMETER",conjunction
if,1675,Singularity,40,100316,0.00039873998165796087,"C,C#,C++,Java","ATTRIBUTE,CLASS,DECLARATION,FUNCTION,PARAMETER",conjunction
if,1675,Smack,54,89739,0.0006017450606759602,"C,C#,C++,Java","ATTRIBUTE,CLASS,DECLARATION,FUNCTION,PARAMETER",conjunction
if,1675,Spark,13,91707,0.0001417558092621065,"C,C#,C++,Java","ATTRIBUTE,CLASS,DECLARATION,FUNCTION,PARAMETER",conjunction
if,1675,ccv,35,274433,0.00012753568266207053,"C,C#,C++,Java","ATTRIBUTE,CLASS,DECLARATION,FUNCTION,PARAMETER",conjunction
if,1675,cglib,6,10058,0.0005965400676078744,"C,C#,C++,Java","ATTRIBUTE,CLASS,DECLARATION,FUNCTION,PARAMETER",conjunction
if,1675,cling,7,29129,0.0002403103436437914,"C,C#,C++,Java","ATTRIBUTE,CLASS,DECLARATION,FUNCTION,PARAMETER",conjunction
if,1675,deeplearning4j,114,554761,0.00020549389737202148,"C,C#,C++,Java","ATTRIBUTE,CLASS,DECLARATION,FUNCTION,PARAMETER",conjunction
if,1675,drill,145,420706,0.0003446587403079585,"C,C#,C++,Java","ATTRIBUTE,CLASS,DECLARATION,FUNCTION,PARAMETER",conjunction
if,1675,freeminer,12,516,0.023255813953488372,"C,C#,C++,Java","ATTRIBUTE,CLASS,DECLARATION,FUNCTION,PARAMETER",conjunction
if,1675,git2r,7,114486,6.114284716035148e-05,"C,C#,C++,Java","ATTRIBUTE,CLASS,DECLARATION,FUNCTION,PARAMETER",conjunction
if,1675,guava,179,145688,0.001228653011915875,"C,C#,C++,Java","ATTRIBUTE,CLASS,DECLARATION,FUNCTION,PARAMETER",conjunction
if,1675,immutables,21,47133,0.00044554770542931703,"C,C#,C++,Java","ATTRIBUTE,CLASS,DECLARATION,FUNCTION,PARAMETER",conjunction
if,1675,libxo,1,9062,0.00011035091591260208,"C,C#,C++,Java","ATTRIBUTE,CLASS,DECLARATION,FUNCTION,PARAMETER",conjunction
if,1675,meta,2,17650,0.00011331444759206799,"C,C#,C++,Java","ATTRIBUTE,CLASS,DECLARATION,FUNCTION,PARAMETER",conjunction
if,1675,metrics,15,15234,0.0009846396218983853,"C,C#,C++,Java","ATTRIBUTE,CLASS,DECLARATION,FUNCTION,PARAMETER",conjunction
if,1675,mgba,37,335182,0.0001103877893204289,"C,C#,C++,Java","ATTRIBUTE,CLASS,DECLARATION,FUNCTION,PARAMETER",conjunction
if,1675,naemon-core,1,38923,2.5691750378953318e-05,"C,C#,C++,Java","ATTRIBUTE,CLASS,DECLARATION,FUNCTION,PARAMETER",conjunction
if,1675,ovs,257,289815,0.0008867725963114401,"C,C#,C++,Java","ATTRIBUTE,CLASS,DECLARATION,FUNCTION,PARAMETER",conjunction
if,1675,panda3d,15,589605,2.5440761187574733e-05,"C,C#,C++,Java","ATTRIBUTE,CLASS,DECLARATION,FUNCTION,PARAMETER",conjunction
if,1675,proxygen,3,22714,0.0001320771330456987,"C,C#,C++,Java","ATTRIBUTE,CLASS,DECLARATION,FUNCTION,PARAMETER",conjunction
if,1675,rigraph,5,309989,1.6129604598872863e-05,"C,C#,C++,Java","ATTRIBUTE,CLASS,DECLARATION,FUNCTION,PARAMETER",conjunction
if,1675,toggldesktop,66,370691,0.00017804586569406864,"C,C#,C++,Java","ATTRIBUTE,CLASS,DECLARATION,FUNCTION,PARAMETER",conjunction
if,1675,toxcore,1,24086,4.151789421240555e-05,"C,C#,C++,Java","ATTRIBUTE,CLASS,DECLARATION,FUNCTION,PARAMETER",conjunction
if,1675,weechat,4,210295,1.9020899213010294e-05,"C,C#,C++,Java","ATTRIBUTE,CLASS,DECLARATION,FUNCTION,PARAMETER",conjunction
if,1675,wireshark,622,4346078,0.00014311754183887174,"C,C#,C++,Java","ATTRIBUTE,CLASS,DECLARATION,FUNCTION,PARAMETER",conjunction
no,4785,Openfire,8,109551,7.302534892424533e-05,"C,C#,C++,Java","ATTRIBUTE,CLASS,DECLARATION,FUNCTION,PARAMETER",determiner
no,4785,Singularity,59,100316,0.0005881414729454923,"C,C#,C++,Java","ATTRIBUTE,CLASS,DECLARATION,FUNCTION,PARAMETER",determiner
no,4785,Smack,37,89739,0.0004123068008335283,"C,C#,C++,Java","ATTRIBUTE,CLASS,DECLARATION,FUNCTION,PARAMETER",determiner
no,4785,Spark,15,91707,0.00016356439530243057,"C,C#,C++,Java","ATTRIBUTE,CLASS,DECLARATION,FUNCTION,PARAMETER",determiner
no,4785,ccv,236,274433,0.0008599548888071041,"C,C#,C++,Java","ATTRIBUTE,CLASS,DECLARATION,FUNCTION,PARAMETER",determiner
no,4785,cglib,2,10058,0.00019884668920262477,"C,C#,C++,Java","ATTRIBUTE,CLASS,DECLARATION,FUNCTION,PARAMETER",determiner
no,4785,cling,23,29129,0.0007895911291153147,"C,C#,C++,Java","ATTRIBUTE,CLASS,DECLARATION,FUNCTION,PARAMETER",determiner
no,4785,crow,4,8484,0.0004714757190004715,"C,C#,C++,Java","ATTRIBUTE,CLASS,DECLARATION,FUNCTION,PARAMETER",determiner
no,4785,deeplearning4j,228,554761,0.00041098779474404296,"C,C#,C++,Java","ATTRIBUTE,CLASS,DECLARATION,FUNCTION,PARAMETER",determiner
no,4785,drill,52,420706,0.00012360175514492306,"C,C#,C++,Java","ATTRIBUTE,CLASS,DECLARATION,FUNCTION,PARAMETER",determiner
no,4785,facebook-repo-ds2,18,9339,0.0019274012206874397,"C,C#,C++,Java","ATTRIBUTE,CLASS,DECLARATION,FUNCTION,PARAMETER",determiner
no,4785,freeminer,107,516,0.20736434108527133,"C,C#,C++,Java","ATTRIBUTE,CLASS,DECLARATION,FUNCTION,PARAMETER",determiner
no,4785,git2r,44,114486,0.00038432646786506645,"C,C#,C++,Java","ATTRIBUTE,CLASS,DECLARATION,FUNCTION,PARAMETER",determiner
no,4785,guava,31,145688,0.00021278348251057053,"C,C#,C++,Java","ATTRIBUTE,CLASS,DECLARATION,FUNCTION,PARAMETER",determiner
no,4785,immutables,25,47133,0.0005304139350349013,"C,C#,C++,Java","ATTRIBUTE,CLASS,DECLARATION,FUNCTION,PARAMETER",determiner
no,4785,libxo,4,9062,0.0004414036636504083,"C,C#,C++,Java","ATTRIBUTE,CLASS,DECLARATION,FUNCTION,PARAMETER",determiner
no,4785,meta,1,17650,5.6657223796033995e-05,"C,C#,C++,Java","ATTRIBUTE,CLASS,DECLARATION,FUNCTION,PARAMETER",determiner
no,4785,metrics,8,15234,0.0005251411316791387,"C,C#,C++,Java","ATTRIBUTE,CLASS,DECLARATION,FUNCTION,PARAMETER",determiner
no,4785,mgba,216,335182,0.0006444260133300714,"C,C#,C++,Java","ATTRIBUTE,CLASS,DECLARATION,FUNCTION,PARAMETER",determiner
no,4785,naemon-core,14,38923,0.00035968450530534643,"C,C#,C++,Java","ATTRIBUTE,CLASS,DECLARATION,FUNCTION,PARAMETER",determiner
no,4785,ovs,371,289815,0.001280126977554647,"C,C#,C++,Java","ATTRIBUTE,CLASS,DECLARATION,FUNCTION,PARAMETER",determiner
no,4785,panda3d,79,589605,0.00013398800892122694,"C,C#,C++,Java","ATTRIBUTE,CLASS,DECLARATION,FUNCTION,PARAMETER",determiner
no,4785,proxygen,17,22714,0.0007484370872589592,"C,C#,C++,Java","ATTRIBUTE,CLASS,DECLARATION,FUNCTION,PARAMETER",determiner
no,4785,rigraph,1591,309989,0.0051324401833613455,"C,C#,C++,Java","ATTRIBUTE,CLASS,DECLARATION,FUNCTION,PARAMETER",determiner
no,4785,s3fs-fuse,31,21103,0.0014689854523053595,"C,C#,C++,Java","ATTRIBUTE,CLASS,DECLARATION,FUNCTION,PARAMETER",determiner
no,4785,toggldesktop,408,370691,0.0011006471697451517,"C,C#,C++,Java","ATTRIBUTE,CLASS,DECLARATION,FUNCTION,PARAMETER",determiner
no,4785,toxcore,19,24086,0.0007888399900357054,"C,C#,C++,Java","ATTRIBUTE,CLASS,DECLARATION,FUNCTION,PARAMETER",determiner
no,4785,weechat,41,210295,0.00019496421693335553,"C,C#,C++,Java","ATTRIBUTE,CLASS,DECLARATION,FUNCTION,PARAMETER",determiner
no,4785,wireshark,1096,4346078,0.0002521813920504878,"C,C#,C++,Java","ATTRIBUTE,CLASS,DECLARATION,FUNCTION,PARAMETER",determiner
before,493,Openfire,8,109551,7.302534892424533e-05,"C,C#,C++,Java","ATTRIBUTE,DECLARATION,FUNCTION,PARAMETER","conjunction,preposition"
before,493,Singularity,127,100316,0.0012659994417640256,"C,C#,C++,Java","ATTRIBUTE,DECLARATION,FUNCTION,PARAMETER","conjunction,preposition"
before,493,Smack,12,89739,0.00013372112459465784,"C,C#,C++,Java","ATTRIBUTE,DECLARATION,FUNCTION,PARAMETER","conjunction,preposition"
before,493,Spark,10,91707,0.00010904293020162038,"C,C#,C++,Java","ATTRIBUTE,DECLARATION,FUNCTION,PARAMETER","conjunction,preposition"
before,493,caffe,6,21754,0.00027581134503999266,"C,C#,C++,Java","ATTRIBUTE,DECLARATION,FUNCTION,PARAMETER","conjunction,preposition"
before,493,ccv,3,274433,1.0931629942463187e-05,"C,C#,C++,Java","ATTRIBUTE,DECLARATION,FUNCTION,PARAMETER","conjunction,preposition"
before,493,cglib,3,10058,0.0002982700338039372,"C,C#,C++,Java","ATTRIBUTE,DECLARATION,FUNCTION,PARAMETER","conjunction,preposition"
before,493,crow,4,8484,0.0004714757190004715,"C,C#,C++,Java","ATTRIBUTE,DECLARATION,FUNCTION,PARAMETER","conjunction,preposition"
before,493,deeplearning4j,20,554761,3.6051560942459906e-05,"C,C#,C++,Java","ATTRIBUTE,DECLARATION,FUNCTION,PARAMETER","conjunction,preposition"
before,493,drill,20,420706,4.7539136594201174e-05,"C,C#,C++,Java","ATTRIBUTE,DECLARATION,FUNCTION,PARAMETER","conjunction,preposition"
before,493,facebook-repo-ds2,2,9339,0.0002141556911874933,"C,C#,C++,Java","ATTRIBUTE,DECLARATION,FUNCTION,PARAMETER","conjunction,preposition"
before,493,freeminer,12,516,0.023255813953488372,"C,C#,C++,Java","ATTRIBUTE,DECLARATION,FUNCTION,PARAMETER","conjunction,preposition"
before,493,git2r,1,114486,8.734692451478784e-06,"C,C#,C++,Java","ATTRIBUTE,DECLARATION,FUNCTION,PARAMETER","conjunction,preposition"
before,493,guava,45,145688,0.0003088792488056669,"C,C#,C++,Java","ATTRIBUTE,DECLARATION,FUNCTION,PARAMETER","conjunction,preposition"
before,493,immutables,2,47133,4.24331148027921e-05,"C,C#,C++,Java","ATTRIBUTE,DECLARATION,FUNCTION,PARAMETER","conjunction,preposition"
before,493,metrics,6,15234,0.00039385584875935406,"C,C#,C++,Java","ATTRIBUTE,DECLARATION,FUNCTION,PARAMETER","conjunction,preposition"
before,493,mgba,19,335182,5.668562154292295e-05,"C,C#,C++,Java","ATTRIBUTE,DECLARATION,FUNCTION,PARAMETER","conjunction,preposition"
before,493,ovs,12,289815,4.14057243413902e-05,"C,C#,C++,Java","ATTRIBUTE,DECLARATION,FUNCTION,PARAMETER","conjunction,preposition"
before,493,panda3d,19,589605,3.2224964170927995e-05,"C,C#,C++,Java","ATTRIBUTE,DECLARATION,FUNCTION,PARAMETER","conjunction,preposition"
before,493,proxygen,2,22714,8.805142203046579e-05,"C,C#,C++,Java","ATTRIBUTE,DECLARATION,FUNCTION,PARAMETER","conjunction,preposition"
before,493,rigraph,2,309989,6.4518418395491455e-06,"C,C#,C++,Java","ATTRIBUTE,DECLARATION,FUNCTION,PARAMETER","conjunction,preposition"
before,493,s3fs-fuse,1,21103,4.738662749372127e-05,"C,C#,C++,Java","ATTRIBUTE,DECLARATION,FUNCTION,PARAMETER","conjunction,preposition"
before,493,toggldesktop,38,370691,0.00010251125600567588,"C,C#,C++,Java","ATTRIBUTE,DECLARATION,FUNCTION,PARAMETER","conjunction,preposition"
before,493,weechat,4,210295,1.9020899213010294e-05,"C,C#,C++,Java","ATTRIBUTE,DECLARATION,FUNCTION,PARAMETER","conjunction,preposition"
before,493,wireshark,115,4346078,2.6460638764421623e-05,"C,C#,C++,Java","ATTRIBUTE,DECLARATION,FUNCTION,PARAMETER","conjunction,preposition"
after,712,Openfire,19,109551,0.00017343520369508266,"C,C++,Java","ATTRIBUTE,CLASS,DECLARATION,FUNCTION,PARAMETER","conjunction,preposition"
after,712,Singularity,264,100316,0.0026316838789425417,"C,C++,Java","ATTRIBUTE,CLASS,DECLARATION,FUNCTION,PARAMETER","conjunction,preposition"
after,712,Smack,46,89739,0.0005125976442795217,"C,C++,Java","ATTRIBUTE,CLASS,DECLARATION,FUNCTION,PARAMETER","conjunction,preposition"
after,712,Spark,11,91707,0.00011994722322178242,"C,C++,Java","ATTRIBUTE,CLASS,DECLARATION,FUNCTION,PARAMETER","conjunction,preposition"
after,712,caffe,7,21754,0.0003217799025466581,"C,C++,Java","ATTRIBUTE,CLASS,DECLARATION,FUNCTION,PARAMETER","conjunction,preposition"
